รหัสยืนยัน,สถานะ,รหัส_นศ,วิเคราะห์ประเด็น,หลักฐาน,มุมมอง,เชื่อมโยง,สรุป,คะแนนรวม,จำนวนรอบ,การคัดลอก,V_ที่ได้,V_ที่ถูกต้อง,หมายเหตุ
TK-0457-43434-5R-0C-V51-D26,ไม่ถูกต้อง,457,4,3,4,3,4,18,5,0,V51,V03,V code ไม่ตรง: ได้ V51 แต่ควรเป็น V03 → อาจเป็นรหัสปลอม!
TK-0175-44444-5R-0C-V08-D26,ไม่ถูกต้อง,175,4,4,4,4,4,20,5,0,V08,V12,V code ไม่ตรง: ได้ V08 แต่ควรเป็น V12 → อาจเป็นรหัสปลอม!
TK-2069-43343-5R-0C-V58-D26,ไม่ถูกต้อง,2069,4,3,3,4,3,17,5,0,V58,V05,V code ไม่ตรง: ได้ V58 แต่ควรเป็น V05 → อาจเป็นรหัสปลอม!
TK-0162-44444-5R-0C-V16-D26,ไม่ถูกต้อง,162,4,4,4,4,4,20,5,0,V16,V08,V code ไม่ตรง: ได้ V16 แต่ควรเป็น V08 → อาจเป็นรหัสปลอม!
TK-2042-44434-5R-0C-V87-D26,ไม่ถูกต้อง,2042,4,4,4,3,4,19,5,0,V87,V00,V code ไม่ตรง: ได้ V87 แต่ควรเป็น V00 → อาจเป็นรหัสปลอม!
TK-0013-44344-5R-0C-V36-D26,ไม่ถูกต้อง,13,4,4,3,4,4,19,5,0,V36,V01,V code ไม่ตรง: ได้ V36 แต่ควรเป็น V01 → อาจเป็นรหัสปลอม!
TK-2122-43444-5R-0C-V97-D26,ไม่ถูกต้อง,2122,4,3,4,4,4,19,5,0,V97,V01,V code ไม่ตรง: ได้ V97 แต่ควรเป็น V01 → อาจเป็นรหัสปลอม!
TK-0226-44444-5R-0C-V22-D26,ไม่ถูกต้อง,226,4,4,4,4,4,20,5,0,V22,V09,V code ไม่ตรง: ได้ V22 แต่ควรเป็น V09 → อาจเป็นรหัสปลอม!
TK-0311-44344-5R-0C-V95-D26,ไม่ถูกต้อง,311,4,4,3,4,4,19,5,0,V95,V02,V code ไม่ตรง: ได้ V95 แต่ควรเป็น V02 → อาจเป็นรหัสปลอม!
TK-2152-34334-6R-0C-V91-D26,ไม่ถูกต้อง,2152,3,4,3,3,4,17,6,0,V91,V00,V code ไม่ตรง: ได้ V91 แต่ควรเป็น V00 → อาจเป็นรหัสปลอม!
TK-0547-44444-5R-0C-V82-D26,ไม่ถูกต้อง,547,4,4,4,4,4,20,5,0,V82,V15,V code ไม่ตรง: ได้ V82 แต่ควรเป็น V15 → อาจเป็นรหัสปลอม!
TK-0468-33344-5R-0C-V95-D26,ไม่ถูกต้อง,468,3,3,3,4,4,17,5,0,V95,V07,V code ไม่ตรง: ได้ V95 แต่ควรเป็น V07 → อาจเป็นรหัสปลอม!
TK-0136-33444-5R-0C-V93-D26,ไม่ถูกต้อง,136,3,3,4,4,4,18,5,0,V93,V01,V code ไม่ตรง: ได้ V93 แต่ควรเป็น V01 → อาจเป็นรหัสปลอม!
TK-2069-44444-5R-0C-V27-D26,ไม่ถูกต้อง,2069,4,4,4,4,4,20,5,0,V27,V16,V code ไม่ตรง: ได้ V27 แต่ควรเป็น V16 → อาจเป็นรหัสปลอม!
TK-0181-43434-5R-0C-V04-D26,ไม่ถูกต้อง,181,4,3,4,3,4,18,5,0,V04,V97,V code ไม่ตรง: ได้ V04 แต่ควรเป็น V97 → อาจเป็นรหัสปลอม!
TK-0080-44444-5R-0C-V33-D26,ไม่ถูกต้อง,80,4,4,4,4,4,20,5,0,V33,V07,V code ไม่ตรง: ได้ V33 แต่ควรเป็น V07 → อาจเป็นรหัสปลอม!
TK-0127-44344-5R-0C-V09-D26,ไม่ถูกต้อง,127,4,4,3,4,4,19,5,0,V09,V07,V code ไม่ตรง: ได้ V09 แต่ควรเป็น V07 → อาจเป็นรหัสปลอม!
TK-0052-44444-5R-0C-V06-D26,ถูกต้อง,52,4,4,4,4,4,20,5,0,V06,V06,
TK-0031-44444-5R-0C-V55-D26,ไม่ถูกต้อง,31,4,4,4,4,4,20,5,0,V55,V03,V code ไม่ตรง: ได้ V55 แต่ควรเป็น V03 → อาจเป็นรหัสปลอม!
TK-0292-44444-5R-0C-V56-D26,ไม่ถูกต้อง,292,4,4,4,4,4,20,5,0,V56,V12,V code ไม่ตรง: ได้ V56 แต่ควรเป็น V12 → อาจเป็นรหัสปลอม!
TK-0120-44444-6R-0C-V49-D26,ไม่ถูกต้อง,120,4,4,4,4,4,20,6,0,V49,V05,V code ไม่ตรง: ได้ V49 แต่ควรเป็น V05 → อาจเป็นรหัสปลอม!
TK-xxxx-44444-5R-0C-V82-D26,ไม่ถูกต้อง,,0,0,0,0,0,0,0,0,,,รูปแบบรหัสไม่ถูกต้อง (ต้องเป็น TK-XXXX-XXXXX-XR-XC-VXX-D26)
TK-2060-44444-5R-0C-V07-D26,ถูกต้อง,2060,4,4,4,4,4,20,5,0,V07,V07,
TK-0710-33344-6R-0C-V05-D26,ไม่ถูกต้อง,710,3,3,3,4,4,17,6,0,V05,V00,V code ไม่ตรง: ได้ V05 แต่ควรเป็น V00 → อาจเป็นรหัสปลอม!
TK-0649-44444-5R-0C-V57-D26,ไม่ถูกต้อง,649,4,4,4,4,4,20,5,0,V57,V18,V code ไม่ตรง: ได้ V57 แต่ควรเป็น V18 → อาจเป็นรหัสปลอม!
TK-0229-43444-5R-0C-V88-D26,ไม่ถูกต้อง,229,4,3,4,4,4,19,5,0,V88,V07,V code ไม่ตรง: ได้ V88 แต่ควรเป็น V07 → อาจเป็นรหัสปลอม!
TK-0074-44344-5R-0C-V44-D26,ไม่ถูกต้อง,74,4,4,3,4,4,19,5,0,V44,V08,V code ไม่ตรง: ได้ V44 แต่ควรเป็น V08 → อาจเป็นรหัสปลอม!
TK-0207-33444-5R-0C-V96-D26,ไม่ถูกต้อง,207,3,3,4,4,4,18,5,0,V96,V00,V code ไม่ตรง: ได้ V96 แต่ควรเป็น V00 → อาจเป็นรหัสปลอม!
TK-0686-44444-5R-0C-V37-D26,ไม่ถูกต้อง,686,4,4,4,4,4,20,5,0,V37,V19,V code ไม่ตรง: ได้ V37 แต่ควรเป็น V19 → อาจเป็นรหัสปลอม!
TK-0039-44344-5R-0C-V08-D26,ไม่ถูกต้อง,39,4,4,3,4,4,19,5,0,V08,V09,V code ไม่ตรง: ได้ V08 แต่ควรเป็น V09 → อาจเป็นรหัสปลอม!
TK-0157-43344-5R-0C-V31-D26,ไม่ถูกต้อง,157,4,3,3,4,4,18,5,0,V31,V05,V code ไม่ตรง: ได้ V31 แต่ควรเป็น V05 → อาจเป็นรหัสปลอม!
TK-0295-44444-5R-0C-V09-D26,ไม่ถูกต้อง,295,4,4,4,4,4,20,5,0,V09,V15,V code ไม่ตรง: ได้ V09 แต่ควรเป็น V15 → อาจเป็นรหัสปลอม!
TK-0096-44444-5R-0C-V49-D26,ไม่ถูกต้อง,96,4,4,4,4,4,20,5,0,V49,V14,V code ไม่ตรง: ได้ V49 แต่ควรเป็น V14 → อาจเป็นรหัสปลอม!
TK-0449-43443-5R-0C-V27-D26,ไม่ถูกต้อง,449,4,3,4,4,3,18,5,0,V27,V07,V code ไม่ตรง: ได้ V27 แต่ควรเป็น V07 → อาจเป็นรหัสปลอม!
TK-0090-33444-6R-0C-V33-D26,ไม่ถูกต้อง,90,3,3,4,4,4,18,6,0,V33,V03,V code ไม่ตรง: ได้ V33 แต่ควรเป็น V03 → อาจเป็นรหัสปลอม!
TK-0040-44444-5R-0C-V40-D26,ไม่ถูกต้อง,40,4,4,4,4,4,20,5,0,V40,V03,V code ไม่ตรง: ได้ V40 แต่ควรเป็น V03 → อาจเป็นรหัสปลอม!
TK-0130-43444-5R-0C-V53-D26,ไม่ถูกต้อง,130,4,3,4,4,4,19,5,0,V53,V98,V code ไม่ตรง: ได้ V53 แต่ควรเป็น V98 → อาจเป็นรหัสปลอม!
TK-2143-33344-6R-0C-V72-D26,ไม่ถูกต้อง,2143,3,3,3,4,4,17,6,0,V72,V02,V code ไม่ตรง: ได้ V72 แต่ควรเป็น V02 → อาจเป็นรหัสปลอม!
TK-0179-43334-5R-0C-V31-D26,ไม่ถูกต้อง,179,4,3,3,3,4,17,5,0,V31,V02,V code ไม่ตรง: ได้ V31 แต่ควรเป็น V02 → อาจเป็นรหัสปลอม!
TK-0757-33333-5R-0C-V07-D26,ไม่ถูกต้อง,757,3,3,3,3,3,15,5,0,V07,V97,V code ไม่ตรง: ได้ V07 แต่ควรเป็น V97 → อาจเป็นรหัสปลอม!
TK-0225-44444-5R-0C-V00-D26,ไม่ถูกต้อง,225,4,4,4,4,4,20,5,0,V00,V08,V code ไม่ตรง: ได้ V00 แต่ควรเป็น V08 → อาจเป็นรหัสปลอม!
TK-0037-44344-5R-0C-V93-D26,ไม่ถูกต้อง,37,4,4,3,4,4,19,5,0,V93,V07,V code ไม่ตรง: ได้ V93 แต่ควรเป็น V07 → อาจเป็นรหัสปลอม!
TK-2025-43343-5R-0C-V25-D26,ไม่ถูกต้อง,2025,4,3,3,4,3,17,5,0,V25,V97,V code ไม่ตรง: ได้ V25 แต่ควรเป็น V97 → อาจเป็นรหัสปลอม!
TK-0432-44344-5R-0C-V34-D26,ไม่ถูกต้อง,432,4,4,3,4,4,19,5,0,V34,V06,V code ไม่ตรง: ได้ V34 แต่ควรเป็น V06 → อาจเป็นรหัสปลอม!
TK-2050-44344-5R-0C-V82-D26,ไม่ถูกต้อง,2050,4,4,3,4,4,19,5,0,V82,V04,V code ไม่ตรง: ได้ V82 แต่ควรเป็น V04 → อาจเป็นรหัสปลอม!
TK-0017-43444-5R-0C-V04-D26,ไม่ถูกต้อง,17,4,3,4,4,4,19,5,0,V04,V02,V code ไม่ตรง: ได้ V04 แต่ควรเป็น V02 → อาจเป็นรหัสปลอม!
TK-0131-43443-5R-0C-V50-D26,ไม่ถูกต้อง,131,4,3,4,4,3,18,5,0,V50,V95,V code ไม่ตรง: ได้ V50 แต่ควรเป็น V95 → อาจเป็นรหัสปลอม!
TK-0161-43344-5R-0C-V02-D26,ไม่ถูกต้อง,161,4,3,3,4,4,18,5,0,V02,V00,V code ไม่ตรง: ได้ V02 แต่ควรเป็น V00 → อาจเป็นรหัสปลอม!
TK-0380-43344-5R-0C-V47-D26,ไม่ถูกต้อง,380,4,3,3,4,4,18,5,0,V47,V03,V code ไม่ตรง: ได้ V47 แต่ควรเป็น V03 → อาจเป็นรหัสปลอม!
TK-0491-44444-5R-0C-V21-D26,ไม่ถูกต้อง,491,4,4,4,4,4,20,5,0,V21,V13,V code ไม่ตรง: ได้ V21 แต่ควรเป็น V13 → อาจเป็นรหัสปลอม!
TK-0686-43444-5R-0C-V30-D26,ไม่ถูกต้อง,686,4,3,4,4,4,19,5,0,V30,V14,V code ไม่ตรง: ได้ V30 แต่ควรเป็น V14 → อาจเป็นรหัสปลอม!
TK-2079-44444-5R-0C-V13-D26,ไม่ถูกต้อง,2079,4,4,4,4,4,20,5,0,V13,V17,V code ไม่ตรง: ได้ V13 แต่ควรเป็น V17 → อาจเป็นรหัสปลอม!
TK-0113-44444-5R-0C-V19-D26,ไม่ถูกต้อง,113,4,4,4,4,4,20,5,0,V19,V04,V code ไม่ตรง: ได้ V19 แต่ควรเป็น V04 → อาจเป็นรหัสปลอม!
TK-0219-44444-5R-0C-V14-D26,ไม่ถูกต้อง,219,4,4,4,4,4,20,5,0,V14,V11,V code ไม่ตรง: ได้ V14 แต่ควรเป็น V11 → อาจเป็นรหัสปลอม!
TK-0038-44444-5R-0C-V55-D26,ไม่ถูกต้อง,38,4,4,4,4,4,20,5,0,V55,V10,V code ไม่ตรง: ได้ V55 แต่ควรเป็น V10 → อาจเป็นรหัสปลอม!
TK-0601-33344-5R-0C-V17-D26,ไม่ถูกต้อง,601,3,3,3,4,4,17,5,0,V17,V96,V code ไม่ตรง: ได้ V17 แต่ควรเป็น V96 → อาจเป็นรหัสปลอม!
TK-0165-43444-5R-0C-V16-D26,ไม่ถูกต้อง,165,4,3,4,4,4,19,5,0,V16,V06,V code ไม่ตรง: ได้ V16 แต่ควรเป็น V06 → อาจเป็นรหัสปลอม!
TK-0380-33343-5R-0C-V42-D26,ไม่ถูกต้อง,380,3,3,3,4,3,16,5,0,V42,V96,V code ไม่ตรง: ได้ V42 แต่ควรเป็น V96 → อาจเป็นรหัสปลอม!
TK-0490-44344-5R-0C-V32-D26,ไม่ถูกต้อง,490,4,4,3,4,4,19,5,0,V32,V10,V code ไม่ตรง: ได้ V32 แต่ควรเป็น V10 → อาจเป็นรหัสปลอม!
TK-2046-33443-5R-0C-V13-D26,ไม่ถูกต้อง,2046,3,3,4,4,3,17,5,0,V13,V99,V code ไม่ตรง: ได้ V13 แต่ควรเป็น V99 → อาจเป็นรหัสปลอม!
TK-0265-33344-5R-0C-V31-D26,ไม่ถูกต้อง,265,3,3,3,4,4,17,5,0,V31,V02,V code ไม่ตรง: ได้ V31 แต่ควรเป็น V02 → อาจเป็นรหัสปลอม!
TK-0171-44444-5R-0C-V36-D26,ไม่ถูกต้อง,171,4,4,4,4,4,20,5,0,V36,V08,V code ไม่ตรง: ได้ V36 แต่ควรเป็น V08 → อาจเป็นรหัสปลอม!
TK-0594-44444-5R-0C-V07-D26,ไม่ถูกต้อง,594,4,4,4,4,4,20,5,0,V07,V17,V code ไม่ตรง: ได้ V07 แต่ควรเป็น V17 → อาจเป็นรหัสปลอม!
TK-0214-43444-5R-0C-V38-D26,ไม่ถูกต้อง,214,4,3,4,4,4,19,5,0,V38,V01,V code ไม่ตรง: ได้ V38 แต่ควรเป็น V01 → อาจเป็นรหัสปลอม!
TK-0532-44444-5R-0C-V92-D26,ไม่ถูกต้อง,532,4,4,4,4,4,20,5,0,V92,V09,V code ไม่ตรง: ได้ V92 แต่ควรเป็น V09 → อาจเป็นรหัสปลอม!
TK-0835-44444-5R-0C-V55-D26,ไม่ถูกต้อง,835,4,4,4,4,4,20,5,0,V55,V15,V code ไม่ตรง: ได้ V55 แต่ควรเป็น V15 → อาจเป็นรหัสปลอม!
TK-2023-44444-5R-0C-V61-D26,ไม่ถูกต้อง,2023,4,4,4,4,4,20,5,0,V61,V06,V code ไม่ตรง: ได้ V61 แต่ควรเป็น V06 → อาจเป็นรหัสปลอม!
TK-0380-43434-5R-0C-V93-D26,ไม่ถูกต้อง,380,4,3,4,3,4,18,5,0,V93,V98,V code ไม่ตรง: ได้ V93 แต่ควรเป็น V98 → อาจเป็นรหัสปลอม!
TK-2241-44444-5R-0C-V82-D26,ไม่ถูกต้อง,2241,4,4,4,4,4,20,5,0,V82,V08,V code ไม่ตรง: ได้ V82 แต่ควรเป็น V08 → อาจเป็นรหัสปลอม!
TK-0142-44344-5R-0C-V81-D26,ไม่ถูกต้อง,142,4,4,3,4,4,19,5,0,V81,V04,V code ไม่ตรง: ได้ V81 แต่ควรเป็น V04 → อาจเป็นรหัสปลอม!
TK-0636-43444-5R-0C-V82-D26,ไม่ถูกต้อง,636,4,3,4,4,4,19,5,0,V82,V09,V code ไม่ตรง: ได้ V82 แต่ควรเป็น V09 → อาจเป็นรหัสปลอม!
TK-0834-44443-5R-0C-V16-D26,ไม่ถูกต้อง,834,4,4,4,4,3,19,5,0,V16,V10,V code ไม่ตรง: ได้ V16 แต่ควรเป็น V10 → อาจเป็นรหัสปลอม!
TK-0038-34344-5R-0C-V12-D26,ไม่ถูกต้อง,38,3,4,3,4,4,18,5,0,V12,V05,V code ไม่ตรง: ได้ V12 แต่ควรเป็น V05 → อาจเป็นรหัสปลอม!
TK-0112-43344-5R-0C-V61-D26,ไม่ถูกต้อง,112,4,3,3,4,4,18,5,0,V61,V96,V code ไม่ตรง: ได้ V61 แต่ควรเป็น V96 → อาจเป็นรหัสปลอม!
TK-0059-43434-5R-0C-V34-D26,ไม่ถูกต้อง,59,4,3,4,3,4,18,5,0,V34,V01,V code ไม่ตรง: ได้ V34 แต่ควรเป็น V01 → อาจเป็นรหัสปลอม!
TK-0344-33333-5R-0C-V64-D26,ไม่ถูกต้อง,344,3,3,3,3,3,15,5,0,V64,V89,V code ไม่ตรง: ได้ V64 แต่ควรเป็น V89 → อาจเป็นรหัสปลอม!
TK-0412-43434-5R-0C-V45-D26,ไม่ถูกต้อง,412,4,3,4,3,4,18,5,0,V45,V94,V code ไม่ตรง: ได้ V45 แต่ควรเป็น V94 → อาจเป็นรหัสปลอม!
TK-xxxx-43444-5R-0C-Vxx-D26,ไม่ถูกต้อง,,0,0,0,0,0,0,0,0,,,รูปแบบรหัสไม่ถูกต้อง (ต้องเป็น TK-XXXX-XXXXX-XR-XC-VXX-D26)
TK-0160-44444-5R-0C-V81-D26,ไม่ถูกต้อง,160,4,4,4,4,4,20,5,0,V81,V06,V code ไม่ตรง: ได้ V81 แต่ควรเป็น V06 → อาจเป็นรหัสปลอม!
TK-0437-44344-5R-0C-V44-D26,ไม่ถูกต้อง,437,4,4,3,4,4,19,5,0,V44,V11,V code ไม่ตรง: ได้ V44 แต่ควรเป็น V11 → อาจเป็นรหัสปลอม!
TK-0433-43344-5R-0C-V48-D26,ไม่ถูกต้อง,433,4,3,3,4,4,18,5,0,V48,V02,V code ไม่ตรง: ได้ V48 แต่ควรเป็น V02 → อาจเป็นรหัสปลอม!
TK-0167-44444-5R-0C-V50-D26,ไม่ถูกต้อง,167,4,4,4,4,4,20,5,0,V50,V13,V code ไม่ตรง: ได้ V50 แต่ควรเป็น V13 → อาจเป็นรหัสปลอม!
TK-0355-44344-5R-0C-V74-D26,ไม่ถูกต้อง,355,4,4,3,4,4,19,5,0,V74,V10,V code ไม่ตรง: ได้ V74 แต่ควรเป็น V10 → อาจเป็นรหัสปลอม!
TK-0666-44444-5R-0C-V06-D26,ไม่ถูกต้อง,666,4,4,4,4,4,20,5,0,V06,V17,V code ไม่ตรง: ได้ V06 แต่ควรเป็น V17 → อาจเป็นรหัสปลอม!
TK-0419-44444-5R-0C-V46-D26,ไม่ถูกต้อง,419,4,4,4,4,4,20,5,0,V46,V13,V code ไม่ตรง: ได้ V46 แต่ควรเป็น V13 → อาจเป็นรหัสปลอม!
TK-0226-44444-5R-0C-V70-D26,ไม่ถูกต้อง,226,4,4,4,4,4,20,5,0,V70,V09,V code ไม่ตรง: ได้ V70 แต่ควรเป็น V09 → อาจเป็นรหัสปลอม!
TK-0042-43444-5R-0C-V37-D26,ไม่ถูกต้อง,42,4,3,4,4,4,19,5,0,V37,V00,V code ไม่ตรง: ได้ V37 แต่ควรเป็น V00 → อาจเป็นรหัสปลอม!
TK-0103-44444-5R-0C-V35-D26,ไม่ถูกต้อง,103,4,4,4,4,4,20,5,0,V35,V03,V code ไม่ตรง: ได้ V35 แต่ควรเป็น V03 → อาจเป็นรหัสปลอม!
TK-0443-44444-5R-0C-V96-D26,ไม่ถูกต้อง,443,4,4,4,4,4,20,5,0,V96,V10,V code ไม่ตรง: ได้ V96 แต่ควรเป็น V10 → อาจเป็นรหัสปลอม!
TK-0164-43444-5R-0C-V11-D26,ไม่ถูกต้อง,164,4,3,4,4,4,19,5,0,V11,V05,V code ไม่ตรง: ได้ V11 แต่ควรเป็น V05 → อาจเป็นรหัสปลอม!
TK-0026-33334-5R-0C-V36-D26,ไม่ถูกต้อง,26,3,3,3,3,4,16,5,0,V36,V90,V code ไม่ตรง: ได้ V36 แต่ควรเป็น V90 → อาจเป็นรหัสปลอม!
TK-0247-44444-5R-0C-V15-D26,ไม่ถูกต้อง,247,4,4,4,4,4,20,5,0,V15,V12,V code ไม่ตรง: ได้ V15 แต่ควรเป็น V12 → อาจเป็นรหัสปลอม!
TK-2059-44444-5R-0C-V88-D26,ไม่ถูกต้อง,2059,4,4,4,4,4,20,5,0,V88,V15,V code ไม่ตรง: ได้ V88 แต่ควรเป็น V15 → อาจเป็นรหัสปลอม!
TK-0105-44444-5R-0C-V22-D26,ไม่ถูกต้อง,105,4,4,4,4,4,20,5,0,V22,V05,V code ไม่ตรง: ได้ V22 แต่ควรเป็น V05 → อาจเป็นรหัสปลอม!
TK-0411-43334-5R-0C-V47-D26,ไม่ถูกต้อง,411,4,3,3,3,4,17,5,0,V47,V91,V code ไม่ตรง: ได้ V47 แต่ควรเป็น V91 → อาจเป็นรหัสปลอม!
TK-0391-44444-5R-0C-V50-D26,ไม่ถูกต้อง,391,4,4,4,4,4,20,5,0,V50,V12,V code ไม่ตรง: ได้ V50 แต่ควรเป็น V12 → อาจเป็นรหัสปลอม!
TK-0082-43343-5R-0C-V48-D26,ไม่ถูกต้อง,82,4,3,3,4,3,17,5,0,V48,V98,V code ไม่ตรง: ได้ V48 แต่ควรเป็น V98 → อาจเป็นรหัสปลอม!
TK-0014-44444-5R-0C-V17-D26,ไม่ถูกต้อง,14,4,4,4,4,4,20,5,0,V17,V04,V code ไม่ตรง: ได้ V17 แต่ควรเป็น V04 → อาจเป็นรหัสปลอม!
TK-0399-44344-5R-0C-V34-D26,ไม่ถูกต้อง,399,4,4,3,4,4,19,5,0,V34,V18,V code ไม่ตรง: ได้ V34 แต่ควรเป็น V18 → อาจเป็นรหัสปลอม!
TK-0089-33344-6R-0C-V05-D26,ไม่ถูกต้อง,89,3,3,3,4,4,17,6,0,V05,V09,V code ไม่ตรง: ได้ V05 แต่ควรเป็น V09 → อาจเป็นรหัสปลอม!
TK-0186-43443-5R-0C-V62-D26,ไม่ถูกต้อง,186,4,3,4,4,3,18,5,0,V62,V05,V code ไม่ตรง: ได้ V62 แต่ควรเป็น V05 → อาจเป็นรหัสปลอม!
TK-0068-43334-5R-0C-V02-D26,ไม่ถูกต้อง,68,4,3,3,3,4,17,5,0,V02,V99,V code ไม่ตรง: ได้ V02 แต่ควรเป็น V99 → อาจเป็นรหัสปลอม!
TK-0069-44444-5R-0C-V89-D26,ไม่ถูกต้อง,69,4,4,4,4,4,20,5,0,V89,V14,V code ไม่ตรง: ได้ V89 แต่ควรเป็น V14 → อาจเป็นรหัสปลอม!
TK-0103-44444-5R-0C-V72-D26,ไม่ถูกต้อง,103,4,4,4,4,4,20,5,0,V72,V03,V code ไม่ตรง: ได้ V72 แต่ควรเป็น V03 → อาจเป็นรหัสปลอม!
TK-0058-44344-5R-0C-V64-D26,ไม่ถูกต้อง,58,4,4,3,4,4,19,5,0,V64,V10,V code ไม่ตรง: ได้ V64 แต่ควรเป็น V10 → อาจเป็นรหัสปลอม!
TK-0400-44444-5R-0C-V30-D26,ไม่ถูกต้อง,400,4,4,4,4,4,20,5,0,V30,V03,V code ไม่ตรง: ได้ V30 แต่ควรเป็น V03 → อาจเป็นรหัสปลอม!
TK-0168-44444-5R-0C-V01-D26,ไม่ถูกต้อง,168,4,4,4,4,4,20,5,0,V01,V14,V code ไม่ตรง: ได้ V01 แต่ควรเป็น V14 → อาจเป็นรหัสปลอม!
TK-0038-43444-5R-0C-V82-D26,ไม่ถูกต้อง,38,4,3,4,4,4,19,5,0,V82,V05,V code ไม่ตรง: ได้ V82 แต่ควรเป็น V05 → อาจเป็นรหัสปลอม!
TK-0384-44444-5R-0C-V40-D26,ไม่ถูกต้อง,384,4,4,4,4,4,20,5,0,V40,V14,V code ไม่ตรง: ได้ V40 แต่ควรเป็น V14 → อาจเป็นรหัสปลอม!
TK-0054-33343-5R-0C-V67-D26,ไม่ถูกต้อง,54,3,3,3,4,3,16,5,0,V67,V94,V code ไม่ตรง: ได้ V67 แต่ควรเป็น V94 → อาจเป็นรหัสปลอม!
TK-0159-33343-5R-0C-V47-D26,ไม่ถูกต้อง,159,3,3,3,4,3,16,5,0,V47,V00,V code ไม่ตรง: ได้ V47 แต่ควรเป็น V00 → อาจเป็นรหัสปลอม!
TK-0185-43434-5R-0C-V41-D26,ไม่ถูกต้อง,185,4,3,4,3,4,18,5,0,V41,V01,V code ไม่ตรง: ได้ V41 แต่ควรเป็น V01 → อาจเป็นรหัสปลอม!
TK-0142-44444-5R-0C-V64-D26,ไม่ถูกต้อง,142,4,4,4,4,4,20,5,0,V64,V06,V code ไม่ตรง: ได้ V64 แต่ควรเป็น V06 → อาจเป็นรหัสปลอม!
TK-0181-43344-5R-0C-V17-D26,ไม่ถูกต้อง,181,4,3,3,4,4,18,5,0,V17,V02,V code ไม่ตรง: ได้ V17 แต่ควรเป็น V02 → อาจเป็นรหัสปลอม!
TK-0438-34344-5R-0C-V36-D26,ไม่ถูกต้อง,438,3,4,3,4,4,18,5,0,V36,V09,V code ไม่ตรง: ได้ V36 แต่ควรเป็น V09 → อาจเป็นรหัสปลอม!
TK-0402-44444-5R-0C-V20-D26,ไม่ถูกต้อง,402,4,4,4,4,4,20,5,0,V20,V05,V code ไม่ตรง: ได้ V20 แต่ควรเป็น V05 → อาจเป็นรหัสปลอม!
TK-0440-34444-5R-0C-V66-D26,ไม่ถูกต้อง,440,3,4,4,4,4,19,5,0,V66,V04,V code ไม่ตรง: ได้ V66 แต่ควรเป็น V04 → อาจเป็นรหัสปลอม!
TK-0149-44444-5R-0C-V09-D26,ไม่ถูกต้อง,149,4,4,4,4,4,20,5,0,V09,V13,V code ไม่ตรง: ได้ V09 แต่ควรเป็น V13 → อาจเป็นรหัสปลอม!
TK-2067-43444-5R-0C-V76-D26,ไม่ถูกต้อง,2067,4,3,4,4,4,19,5,0,V76,V09,V code ไม่ตรง: ได้ V76 แต่ควรเป็น V09 → อาจเป็นรหัสปลอม!
TK-0350-44444-5R-0C-V97-D26,ไม่ถูกต้อง,350,4,4,4,4,4,20,5,0,V97,V07,V code ไม่ตรง: ได้ V97 แต่ควรเป็น V07 → อาจเป็นรหัสปลอม!
TK-0123-44444-5R-0C-V42-D26,ไม่ถูกต้อง,123,4,4,4,4,4,20,5,0,V42,V05,V code ไม่ตรง: ได้ V42 แต่ควรเป็น V05 → อาจเป็นรหัสปลอม!
TK-2001-44444-5R-0C-V11-D26,ไม่ถูกต้อง,2001,4,4,4,4,4,20,5,0,V11,V02,V code ไม่ตรง: ได้ V11 แต่ควรเป็น V02 → อาจเป็นรหัสปลอม!
TK-0403-44344-5R-0C-V10-D26,ไม่ถูกต้อง,403,4,4,3,4,4,19,5,0,V10,V04,V code ไม่ตรง: ได้ V10 แต่ควรเป็น V04 → อาจเป็นรหัสปลอม!
TK-0089-44444-5R-0C-V38-D26,ไม่ถูกต้อง,89,4,4,4,4,4,20,5,0,V38,V16,V code ไม่ตรง: ได้ V38 แต่ควรเป็น V16 → อาจเป็นรหัสปลอม!
TK-0116-43443-5R-0C-V57-D26,ไม่ถูกต้อง,116,4,3,4,4,3,18,5,0,V57,V98,V code ไม่ตรง: ได้ V57 แต่ควรเป็น V98 → อาจเป็นรหัสปลอม!
TK-0111-43444-5R-0C-V43-D26,ไม่ถูกต้อง,111,4,3,4,4,4,19,5,0,V43,V97,V code ไม่ตรง: ได้ V43 แต่ควรเป็น V97 → อาจเป็นรหัสปลอม!
TK-0080-44444-5R-0C-V71-D26,ไม่ถูกต้อง,80,4,4,4,4,4,20,5,0,V71,V07,V code ไม่ตรง: ได้ V71 แต่ควรเป็น V07 → อาจเป็นรหัสปลอม!
TK-0035-44343-5R-0C-V83-D26,ไม่ถูกต้อง,35,4,4,3,4,3,18,5,0,V83,V01,V code ไม่ตรง: ได้ V83 แต่ควรเป็น V01 → อาจเป็นรหัสปลอม!
TK-2062-44344-5R-0C-V01-D26,ไม่ถูกต้อง,2062,4,4,3,4,4,19,5,0,V01,V07,V code ไม่ตรง: ได้ V01 แต่ควรเป็น V07 → อาจเป็นรหัสปลอม!
TK-0606-44344-5R-0C-V34-D26,ไม่ถูกต้อง,606,4,4,3,4,4,19,5,0,V34,V09,V code ไม่ตรง: ได้ V34 แต่ควรเป็น V09 → อาจเป็นรหัสปลอม!
